# Time-averaged data for fix 2
# TimeStep c_v[1] c_v[2] c_v[3] c_v[4]
15240 -0.0130296 -0.135159 0.146365 -0.00182307
15245 0.00710471 -0.157434 0.116323 -0.0340065
15250 0.0188746 -0.164364 0.0802033 -0.0652856
15255 0.02303 -0.15413 0.0397168 -0.0913829
15260 0.0209144 -0.126721 -0.00326419 -0.109071
15265 0.0145733 -0.0837427 -0.0466783 -0.115848
15270 0.00626402 -0.0280228 -0.0882374 -0.109996
15275 -0.00177919 0.0365698 -0.125662 -0.0908713
15280 -0.00758832 0.105373 -0.157334 -0.0595494
15285 -0.00977559 0.173344 -0.182313 -0.0187447
15290 -0.00776327 0.235312 -0.200067 0.027481
15295 -0.00159087 0.286545 -0.210429 0.0745256
15300 0.00853742 0.323259 -0.213737 0.118059
15305 0.0224235 0.343052 -0.210776 0.1547
15310 0.0399483 0.345013 -0.202567 0.182395
15315 0.0607539 0.329744 -0.190306 0.200192
15320 0.0840736 0.299215 -0.175307 0.207981
15325 0.108807 0.256126 -0.159192 0.205742
15330 0.133754 0.203664 -0.143561 0.193857
15335 0.157688 0.145328 -0.129735 0.173281
15340 0.179375 0.0842569 -0.118919 0.144713
15345 0.197677 0.0229799 -0.111904 0.108753
15350 0.211408 -0.0370803 -0.108477 0.0658508
15355 0.219147 -0.0950552 -0.107499 0.0165924
15360 0.219376 -0.150166 -0.107083 -0.0378736
15365 0.211086 -0.201545 -0.105124 -0.0955832
15370 0.194223 -0.247849 -0.0997682 -0.153394
15375 0.170059 -0.287352 -0.089216 -0.206509
15380 0.140773 -0.318306 -0.0723556 -0.249888
15385 0.108272 -0.339092 -0.0491839 -0.280004
15390 0.0739872 -0.348679 -0.0209516 -0.295644
15395 0.0392157 -0.346297 0.0100343 -0.297047
15400 0.0052953 -0.331598 0.041492 -0.28481
15405 -0.0265034 -0.304792 0.0717971 -0.259498
15410 -0.0548716 -0.267001 0.0998733 -0.221999
15415 -0.0784688 -0.220349 0.125277 -0.173541
15420 -0.0965216 -0.168349 0.148117 -0.116754
15425 -0.108861 -0.115755 0.168743 -0.0558726
15430 -0.115652 -0.0678186 0.187484 0.00401382
15435 -0.117202 -0.028823 0.203949 0.0579236
15440 -0.1135 -0.00102614 0.217524 0.102998
15445 -0.104763 0.0157103 0.227305 0.138252
15450 -0.0917972 0.0234452 0.231799 0.163447
15455 -0.0759726 0.0252429 0.22921 0.178481
15460 -0.0591112 0.024455 0.217688 0.183031
15465 -0.043071 0.0240442 0.195937 0.17691
15470 -0.029484 0.0260945 0.163554 0.160165
15475 -0.0193734 0.0314825 0.120613 0.132722
15480 -0.0133471 0.0402607 0.067736 0.0946496
15485 -0.0115624 0.0517568 0.00648332 0.0466776
15490 -0.0136522 0.065025 -0.060371 -0.00899823
15495 -0.0188443 0.0791865 -0.129267 -0.0689251
15500 -0.0257684 0.0931813 -0.196329 -0.128916
15505 -0.0327281 0.105854 -0.257243 -0.184117
15510 -0.038315 0.1165 -0.307838 -0.229653
15515 -0.0420255 0.124829 -0.345058 -0.262255
15520 -0.0443849 0.130607 -0.367012 -0.28079
15525 -0.046636 0.133417 -0.372465 -0.285684
15530 -0.0503032 0.132548 -0.360849 -0.278605
15535 -0.0563192 0.127618 -0.332719 -0.26142
15540 -0.0644041 0.11905 -0.290302 -0.235655
15545 -0.0735168 0.107915 -0.236911 -0.202513
15550 -0.0820262 0.0952389 -0.176495 -0.163282
15555 -0.0884974 0.0820822 -0.112891 -0.119307
15560 -0.0920539 0.06955 -0.0495767 -0.0720806
15565 -0.0919888 0.058543 0.0108886 -0.0225572
15570 -0.0875878 0.0496527 0.067042 0.0291069
15575 -0.0781294 0.0429845 0.118594 0.0834495
15580 -0.063682 0.0383068 0.165861 0.140486
15585 -0.045627 0.0350432 0.209333 0.19875
15590 -0.0262922 0.0317888 0.249177 0.254674
15595 -0.00850076 0.0266005 0.284801 0.302901
15600 0.00569211 0.0173225 0.314613 0.337628
15605 0.0157715 0.0022121 0.336048 0.354032
15610 0.0229029 -0.0195317 0.346538 0.349909
15615 0.0291238 -0.0471292 0.344454 0.326448
15620 0.0362186 -0.0780579 0.329512 0.287672
15625 0.0449703 -0.108711 0.302354 0.238614
15630 0.0552783 -0.134926 0.264705 0.185057
15635 0.0664188 -0.152679 0.219313 0.133053
15640 0.0769767 -0.158734 0.169247 0.0874896
15645 0.0852147 -0.151582 0.116911 0.0505441
15650 0.0896922 -0.131886 0.0639929 0.0217988
15655 0.0891193 -0.102491 0.0119086 -0.00146352
15660 0.0819894 -0.0679414 -0.0377562 -0.0237082
15665 0.0675574 -0.0329753 -0.0832309 -0.0486488
15670 0.046336 -0.0011373 -0.122751 -0.0775522
15675 0.0200809 0.0257637 -0.15502 -0.109176
15680 -0.00888983 0.0475039 -0.179485 -0.140871
15685 -0.0383222 0.0652919 -0.196187 -0.169218
15690 -0.0660244 0.080808 -0.20612 -0.191337
15695 -0.0900018 0.0952531 -0.210569 -0.205318
15700 -0.108586 0.108909 -0.210494 -0.210171
15705 -0.120399 0.121277 -0.206487 -0.205609
15710 -0.12476 0.131576 -0.198916 -0.1921
15715 -0.121847 0.138693 -0.188114 -0.171268
15720 -0.112801 0.141256 -0.174736 -0.14628
15725 -0.0999333 0.138285 -0.159447 -0.121095
15730 -0.0858095 0.129184 -0.142585 -0.0992112
15735 -0.0723326 0.113815 -0.123981 -0.0824992
15740 -0.0604285 0.0929507 -0.102954 -0.0704322
15745 -0.0502474 0.0678158 -0.0786983 -0.0611299
15750 -0.0414943 0.0395713 -0.0505981 -0.0525211
15755 -0.0340084 0.00879831 -0.0185957 -0.0438059
15760 -0.0277599 -0.0244559 0.017021 -0.0351948
15765 -0.0227954 -0.0604105 0.0552828 -0.0279231
15770 -0.0188188 -0.0990821 0.0943261 -0.0235749
15775 -0.0154348 -0.139875 0.131887 -0.0234233
15780 -0.0126264 -0.181386 0.165391 -0.0286218
15785 -0.0103757 -0.221547 0.191903 -0.0400195
15790 -0.00904099 -0.258161 0.209058 -0.0581433
15795 -0.00911358 -0.289007 0.215857 -0.0822634
15800 -0.0108975 -0.311684 0.212416 -0.110166
15805 -0.0142871 -0.323926 0.200018 -0.138195
15810 -0.0183106 -0.323995 0.180989 -0.161317
15815 -0.0207774 -0.310561 0.158059 -0.17328
15820 -0.0188446 -0.282761 0.13376 -0.167846
15825 -0.0100274 -0.240521 0.110254 -0.140294
15830 0.00707251 -0.184738 0.0891742 -0.088491
15835 0.0326099 -0.117038 0.0710802 -0.0133481
15840 0.0654961 -0.0397506 0.0555727 0.0813182
15845 0.103756 0.0439401 0.0413903 0.189086
15850 0.14471 0.129821 0.0270855 0.301617
15855 0.185029 0.212899 0.0112628 0.409192
15860 0.221537 0.288246 -0.00728055 0.502502
15865 0.25154 0.351771 -0.028596 0.574715
15870 0.272807 0.40031 -0.0509352 0.622182
15875 0.283265 0.431495 -0.0713014 0.643459
15880 0.281318 0.443844 -0.086444 0.638718
15885 0.266459 0.437358 -0.0941217 0.609695
15890 0.239204 0.413304 -0.0938084 0.5587
15895 0.201085 0.373965 -0.0860278 0.489022
15900 0.154554 0.322348 -0.0717366 0.405166
15905 0.102372 0.261588 -0.0524056 0.311554
15910 0.0470246 0.194585 -0.029817 0.211793
15915 -0.0094297 0.123968 -0.00566179 0.108876
15920 -0.065215 0.0520884 0.0183482 0.00522169
15925 -0.118522 -0.0189194 0.0405589 -0.0968824
15930 -0.167523 -0.0868441 0.0597261 -0.194641
15935 -0.209999 -0.14927 0.0750502 -0.284219
15940 -0.243308 -0.203316 0.0860641 -0.36056
15945 -0.265262 -0.245997 0.0924194 -0.41884
15950 -0.274558 -0.275067 0.0939221 -0.455703
15955 -0.270981 -0.289424 0.0905345 -0.469871
15960 -0.255233 -0.289206 0.0822851 -0.462154
15965 -0.228893 -0.275922 0.0694385 -0.435376
15970 -0.193662 -0.251942 0.0526557 -0.392948
15975 -0.151157 -0.219804 0.0328576 -0.338102
15980 -0.103303 -0.182068 0.0111854 -0.274185
15985 -0.0521777 -0.141491 -0.0108193 -0.204488
15990 5.90191e-05 -0.100958 -0.0316111 -0.132511
15995 0.0513022 -0.063217 -0.0502011 -0.062116
16000 0.0997009 -0.0302749 -0.0660281 0.00339792
16005 0.143323 -0.00323919 -0.0786118 0.061472
16010 0.179889 0.0176006 -0.0876048 0.109884
16015 0.207239 0.032436 -0.0924101 0.147265
16020 0.223788 0.041655 -0.0924684 0.172975
16025 0.229226 0.0458363 -0.0871731 0.187889
16030 0.224695 0.0455899 -0.0759341 0.19435
16035 0.212316 0.0415312 -0.0587832 0.195064
16040 0.194517 0.0349681 -0.0363731 0.193112
16045 0.173428 0.0278426 -0.00942426 0.191846
16050 0.15039 0.0223639 0.0213712 0.194125
16055 0.126013 0.0205173 0.0544357 0.200966
16060 0.100566 0.0238514 0.087263 0.211681
16065 0.0744256 0.0332349 0.116634 0.224295
16070 0.0485632 0.0487323 0.139264 0.236559
16075 0.0242416 0.0693525 0.152519 0.246113
16080 0.00270081 0.0931913 0.154966 0.250858
16085 -0.0153506 0.11776 0.146932 0.249341
16090 -0.0298268 0.140266 0.130236 0.240675
16095 -0.0408275 0.157421 0.107231 0.223824
16100 -0.0483834 0.16594 0.0803019 0.197859
16105 -0.052656 0.1632 0.0510675 0.161611
16110 -0.0541426 0.147702 0.0202514 0.113811
16115 -0.0534707 0.119172 -0.0116091 0.0540919
16120 -0.0513494 0.079096 -0.0439025 -0.0161559
16125 -0.0490434 0.0307773 -0.075356 -0.0936221
16130 -0.0481592 -0.0215336 -0.103861 -0.173554
16135 -0.0500518 -0.0735878 -0.127036 -0.250675
16140 -0.0554076 -0.12191 -0.142669 -0.319986
16145 -0.064257 -0.164258 -0.14944 -0.377954
16150 -0.0756673 -0.199218 -0.147014 -0.421899
16155 -0.0878168 -0.225831 -0.135726 -0.449374
16160 -0.0985928 -0.243193 -0.116367 -0.458152
16165 -0.106167 -0.250344 -0.0900944 -0.446605
16170 -0.109362 -0.246395 -0.0584245 -0.414182
16175 -0.107547 -0.230924 -0.0231774 -0.361649
16180 -0.100542 -0.204051 0.0134606 -0.291132
16185 -0.0881967 -0.16676 0.0495848 -0.205372
16190 -0.0707578 -0.1206 0.0834714 -0.107887
16195 -0.048664 -0.0672265 0.113057 -0.00283341
16200 -0.0223254 -0.0083363 0.136647 0.105985
16205 0.00767524 0.0540254 0.153483 0.215184
16210 0.0399845 0.117046 0.163688 0.320719
16215 0.0723879 0.177104 0.1679 0.417392
16220 0.10244 0.22988 0.166731 0.499051
16225 0.127735 0.271241 0.16035 0.559326
16230 0.146387 0.297523 0.148406 0.592315
16235 0.157061 0.30606 0.130174 0.593295
16240 0.158128 0.296226 0.104985 0.559339
16245 0.148295 0.269741 0.0729938 0.491029
16250 0.127173 0.230174 0.03522 0.392568
16255 0.0951668 0.182011 -0.00649415 0.270684
16260 0.0536602 0.129522 -0.0496939 0.133488
16265 0.00530819 0.0765262 -0.0918052 -0.00997078
16270 -0.0464856 0.0266034 -0.130451 -0.150334
16275 -0.0980273 -0.0168508 -0.163473 -0.278351
16280 -0.145777 -0.0507317 -0.189047 -0.385555
16285 -0.186291 -0.0725678 -0.205654 -0.464512
16290 -0.21651 -0.0811068 -0.212391 -0.510008
16295 -0.233913 -0.0767958 -0.209212 -0.51992
16300 -0.236821 -0.0620194 -0.196737 -0.495577
16305 -0.225136 -0.0403789 -0.176046 -0.441561
16310 -0.200514 -0.0159332 -0.148508 -0.364955
16315 -0.166047 0.00738194 -0.11554 -0.274205
16320 -0.125375 0.0258164 -0.0787374 -0.178296
16325 -0.0824409 0.0363189 -0.0398482 -0.0859702
16330 -0.0411588 0.0367457 -0.000794001 -0.00520703
16335 -0.00485078 0.0264243 0.0361448 0.0577183
16340 0.024045 0.00607086 0.0685176 0.0986335
16345 0.0439403 -0.0227043 0.0939386 0.115175
16350 0.0544093 -0.0574177 0.110564 0.107555
16355 0.0563465 -0.0954749 0.116855 0.0777268
16360 0.0518112 -0.135216 0.111908 0.0285027
16365 0.0437979 -0.175568 0.0959062 -0.0358639
16370 0.0356457 -0.21551 0.0702692 -0.109595
16375 0.0298407 -0.25364 0.0376797 -0.186119
16380 0.0276505 -0.288184 0.00130089 -0.259233
16385 0.0296544 -0.316606 -0.0353972 -0.322349
16390 0.0358849 -0.336123 -0.0691221 -0.36936
16395 0.0459794 -0.344486 -0.0974459 -0.395952
16400 0.0594121 -0.340118 -0.119025 -0.399731
16405 0.0752196 -0.321947 -0.133223 -0.37995
16410 0.0916957 -0.289619 -0.139775 -0.337698
16415 0.106624 -0.243467 -0.138993 -0.275837
16420 0.117454 -0.184554 -0.131523 -0.198623
16425 0.121953 -0.114614 -0.118546 -0.111207
16430 0.118505 -0.0361835 -0.10188 -0.0195582
16435 0.106266 0.0476984 -0.0831295 0.0708346
16440 0.0852663 0.133347 -0.0636406 0.154972
16445 0.056652 0.216283 -0.0445467 0.228388
16450 0.0224218 0.291468 -0.0264415 0.287448
16455 -0.0148109 0.354175 -0.00976019 0.329604
16460 -0.052501 0.400296 0.00496846 0.352763
16465 -0.0880316 0.42668 0.0168716 0.35552
16470 -0.118635 0.431811 0.0252079 0.338384
16475 -0.141677 0.41604 0.0296257 0.303989
16480 -0.154957 0.381402 0.0300198 0.256465
16485 -0.156853 0.33132 0.0264635 0.200931
16490 -0.146845 0.270435 0.0195701 0.14316
16495 -0.125957 0.203852 0.0106554 0.0885502
16500 -0.0963865 0.136668 0.00167102 0.0419529
16505 -0.061336 0.0735585 -0.00541612 0.00680634
16510 -0.0242335 0.0183232 -0.00923867 -0.015149
16515 0.0121051 -0.0263539 -0.00921206 -0.0234608
16520 0.0452849 -0.0593328 -0.00526785 -0.0193158
16525 0.0733182 -0.0813917 0.00239909 -0.00567438
16530 0.0943344 -0.094967 0.0136337 0.0130011
16535 0.10656 -0.103181 0.0279747 0.0313535
16540 0.10836 -0.108866 0.044637 0.0441307
16545 0.0985589 -0.113971 0.0630252 0.0476134
16550 0.0774383 -0.119686 0.0827014 0.0404535
16555 0.0468102 -0.126261 0.103229 0.0237788
16560 0.0092794 -0.133439 0.124117 -4.23811e-05
16565 -0.031668 -0.141322 0.144628 -0.0283617
16570 -0.0720106 -0.150287 0.16311 -0.0591871
16575 -0.107284 -0.160443 0.176818 -0.0909093
16580 -0.132783 -0.171113 0.18235 -0.121547
16585 -0.144799 -0.180931 0.176615 -0.149115
16590 -0.141297 -0.188643 0.157886 -0.172054
16595 -0.122003 -0.19323 0.126414 -0.18882
16600 -0.0884131 -0.193848 0.0840987 -0.198162
16605 -0.04324 -0.189632 0.0344691 -0.198403
16610 0.0101206 -0.179405 -0.0182702 -0.187555
16615 0.0680106 -0.161671 -0.0702488 -0.163909
16620 0.127202 -0.134388 -0.118013 -0.125199
16625 0.184688 -0.0957823 -0.158704 -0.069798
16630 0.237376 -0.0455691 -0.190252 0.0015549
16635 0.281753 0.0144336 -0.211314 0.0848719
16640 0.314118 0.0806939 -0.221261 0.173551
16645 0.330982 0.149076 -0.220122 0.259935
16650 0.329834 0.215016 -0.208585 0.336265
16655 0.309585 0.273948 -0.18821 0.395322
16660 0.270904 0.32166 -0.161454 0.43111
16665 0.215731 0.354554 -0.131372 0.438913
16670 0.147143 0.369738 -0.101143 0.415737
16675 0.0690993 0.365462 -0.0735881 0.360973
16680 -0.0139319 0.341495 -0.050731 0.276832
16685 -0.0970488 0.299483 -0.0336455 0.168788
16690 -0.175292 0.242977 -0.0223759 0.0453085
16695 -0.243488 0.176679 -0.016378 -0.0831865
16700 -0.296721 0.105744 -0.0151847 -0.206162
16705 -0.331289 0.0350772 -0.0184065 -0.314618
16710 -0.345339 -0.030965 -0.0255212 -0.401825
16715 -0.339145 -0.0888095 -0.0353588 -0.463314
16720 -0.315084 -0.136272 -0.0458786 -0.497234
16725 -0.276587 -0.172212 -0.0546803 -0.503479
16730 -0.227147 -0.196547 -0.0595658 -0.48326
16735 -0.170055 -0.210075 -0.0590214 -0.439152
16740 -0.108426 -0.214224 -0.0519884 -0.374637
16745 -0.0455246 -0.210334 -0.0378858 -0.293744
16750 0.0151918 -0.199616 -0.0167841 -0.201209
16755 0.0704292 -0.183301 0.0108583 -0.102013
16760 0.116892 -0.162385 0.0441612 -0.00133122
16765 0.151402 -0.137222 0.0817384 0.0959182
16770 0.171603 -0.107794 0.121509 0.185318
16775 0.176715 -0.0736509 0.160811 0.263875
16780 0.167478 -0.0341306 0.196482 0.329829
16785 0.146142 0.0105486 0.225068 0.381758
16790 0.116086 0.0590128 0.243013 0.418112
16795 0.0813472 0.108648 0.247478 0.437472
16800 0.0457864 0.155918 0.237204 0.438909
16805 0.0128454 0.196744 0.212869 0.422458
16810 -0.0146012 0.227046 0.176285 0.388729
16815 -0.0345295 0.24377 0.130019 0.33926
16820 -0.0459495 0.245305 0.0773603 0.276716
16825 -0.0490408 0.231378 0.0219151 0.204253
16830 -0.0455805 0.203052 -0.0329704 0.124501
16835 -0.0383415 0.162847 -0.0848175 0.0396884
16840 -0.0299888 0.114645 -0.132045 -0.0473891
16845 -0.0225251 0.0634802 -0.173453 -0.132498
16850 -0.0173064 0.0143724 -0.20805 -0.210984
16855 -0.0151158 -0.0285937 -0.234859 -0.278568
16860 -0.0165149 -0.0626087 -0.252907 -0.332031
16865 -0.0222293 -0.0863524 -0.261309 -0.36989
16870 -0.0332351 -0.099924 -0.259199 -0.392358
16875 -0.0503055 -0.104547 -0.245896 -0.400748
16880 -0.0732578 -0.102567 -0.221429 -0.397254
16885 -0.100678 -0.0970915 -0.186468 -0.384237
16890 -0.129878 -0.0915395 -0.142541 -0.363958
16895 -0.157608 -0.0889454 -0.0920273 -0.338581
16900 -0.180533 -0.0913183 -0.0376305 -0.309482
16905 -0.195905 -0.0997025 0.0179269 -0.277681
16910 -0.202024 -0.114342 0.072316 -0.24405
16915 -0.197949 -0.134521 0.123741 -0.208729
16920 -0.183096 -0.158843 0.170466 -0.171473
16925 -0.157065 -0.185878 0.210284 -0.132659
16930 -0.119665 -0.21402 0.240739 -0.0929452
16935 -0.0713967 -0.24114 0.260104 -0.0524326
16940 -0.013746 -0.264317 0.267777 -0.0102863
16945 0.0508414 -0.280201 0.264143 0.0347833
16950 0.11883 -0.28585 0.250473 0.083453
16955 0.185963 -0.279302 0.228605 0.135266
16960 0.248174 -0.259633 0.200871 0.189411
16965 0.301817 -0.227112 0.169506 0.244212
16970 0.344271 -0.183163 0.136619 0.297727
16975 0.37383 -0.129865 0.103965 0.34793
16980 0.389876 -0.069219 0.0730136 0.39367
16985 0.392828 -0.00329095 0.0450611 0.434598
16990 0.383853 0.0656701 0.0208688 0.470392
16995 0.364279 0.13491 0.000524242 0.499713
17000 0.33529 0.201056 -0.0163886 0.519957
17005 0.298115 0.260731 -0.0305326 0.528313
17010 0.254235 0.310765 -0.0424682 0.522532
17015 0.204695 0.348626 -0.0522203 0.501101
17020 0.150196 0.372464 -0.0591045 0.463556
17025 0.0921386 0.380854 -0.0622658 0.410727
17030 0.0324159 0.373371 -0.0613698 0.344417
17035 -0.0270214 0.351015 -0.0569793 0.267014
17040 -0.0841558 0.31618 -0.0504922 0.181532
17045 -0.136571 0.272068 -0.0436678 0.091829
17050 -0.181851 0.222308 -0.0376954 0.00276141
17055 -0.218188 0.170692 -0.0330034 -0.080499
17060 -0.244811 0.120568 -0.0293787 -0.153621
17065 -0.262014 0.0743153 -0.0262429 -0.213941
17070 -0.270851 0.032845 -0.0228586 -0.260865
17075 -0.272994 -0.00379234 -0.0187072 -0.295494
17080 -0.270346 -0.0358964 -0.0136392 -0.319882
17085 -0.263944 -0.063806 -0.00735754 -0.335108
17090 -0.254296 -0.0871955 0.000191216 -0.341301
17095 -0.241949 -0.104956 0.00909365 -0.337811
17100 -0.227372 -0.115592 0.0198439 -0.32312
17105 -0.210877 -0.117772 0.0322406 -0.296409
17110 -0.192627 -0.111037 0.0453701 -0.258293
17115 -0.17277 -0.0954771 0.0578183 -0.210429
17120 -0.151574 -0.0720853 0.0680867 -0.155573
17125 -0.12938 -0.0427007 0.0750227 -0.0970584
17130 -0.106491 -0.00989782 0.0780645 -0.0383241
17135 -0.0832205 0.0237372 0.077812 0.0183287
17140 -0.0592656 0.0558035 0.0757303 0.0722683
17145 -0.033921 0.0841365 0.073162 0.123378
17150 -0.0070245 0.107449 0.0709854 0.17141
17155 0.0207126 0.124771 0.069442 0.214926
17160 0.0482433 0.134849 0.0676898 0.250782
17165 0.0745776 0.135967 0.0641511 0.274695
17170 0.0989021 0.12638 0.0569167 0.282198
17175 0.120906 0.105366 0.0442333 0.270505
17180 0.140855 0.0731228 0.0251893 0.239167
17185 0.159274 0.0306406 -4.85756e-05 0.189866
17190 0.176185 -0.0201445 -0.0302911 0.12575
17195 0.191319 -0.0764098 -0.0634711 0.0514377
17200 0.204073 -0.134729 -0.0971606 -0.0278167
17205 0.213358 -0.191891 -0.128977 -0.10751
17210 0.218057 -0.245379 -0.156979 -0.184301
17215 0.217246 -0.292893 -0.179265 -0.254912
17220 0.210135 -0.332091 -0.193961 -0.315917
17225 0.196601 -0.359953 -0.199293 -0.362646
17230 0.177111 -0.37266 -0.193831 -0.389379
17235 0.152291 -0.366603 -0.177025 -0.391336
17240 0.122731 -0.339858 -0.149406 -0.366533
17245 0.089402 -0.292575 -0.112254 -0.315426
17250 0.0535304 -0.227636 -0.0678567 -0.241963
17255 0.0163995 -0.150635 -0.0193408 -0.153576
17260 -0.020633 -0.0683649 0.0298944 -0.0591035
17265 -0.0557652 0.0123173 0.0764705 0.0330226
17270 -0.0871545 0.0850862 0.117544 0.115476
17275 -0.112978 0.145294 0.150744 0.183059
17280 -0.131618 0.19009 0.173959 0.232432
17285 -0.141737 0.218347 0.185305 0.261915
17290 -0.142549 0.230559 0.183532 0.271541
17295 -0.134042 0.228472 0.168378 0.262808
17300 -0.117106 0.214549 0.140568 0.238011
17305 -0.0934174 0.191207 0.101467 0.199257
17310 -0.0650635 0.160787 0.052801 0.148525
17315 -0.0340383 0.125529 -0.0027022 0.0887885
17320 -0.00258223 0.0874717 -0.0617067 0.0231828
17325 0.0266474 0.0488063 -0.12059 -0.0451358
17330 0.0505929 0.0122186 -0.175777 -0.112965
17335 0.0665348 -0.019403 -0.223598 -0.176466
17340 0.0724025 -0.0439301 -0.260703 -0.232231
17345 0.0670102 -0.0604178 -0.284696 -0.278103
17350 0.0505364 -0.0692314 -0.294408 -0.313103
17355 0.0247485 -0.0714722 -0.289762 -0.336486
17360 -0.00747034 -0.0681311 -0.271361 -0.346962
17365 -0.0427096 -0.0599567 -0.240128 -0.342794
17370 -0.0778617 -0.046936 -0.197852 -0.32265
17375 -0.110775 -0.0287178 -0.147276 -0.286769
17380 -0.140102 -0.00595814 -0.0920642 -0.238125
17385 -0.164607 0.0194053 -0.0364396 -0.181642
17390 -0.183214 0.0446732 0.0158777 -0.122663
17395 -0.195123 0.0671228 0.0619456 -0.0660544
17400 -0.200032 0.0847612 0.0998104 -0.0154599
17405 -0.198566 0.0968553 0.128603 0.026892
17410 -0.191746 0.103697 0.148433 0.0603845
17415 -0.180177 0.106074 0.160113 0.0860101
17420 -0.16391 0.104791 0.164477 0.105358
17425 -0.142462 0.100145 0.162097 0.11978
17430 -0.114944 0.0920468 0.153599 0.130701
17435 -0.0807248 0.0800598 0.139958 0.139293
17440 -0.0403921 0.063567 0.122697 0.145872
17445 0.00395408 0.0421334 0.104306 0.150394
17450 0.0491044 0.0156739 0.0874938 0.152272
17455 0.0914765 -0.0152717 0.0745786 0.150783
17460 0.128176 -0.0499523 0.0667524 0.144976
17465 0.157232 -0.0874748 0.0640881 0.133846
17470 0.177132 -0.125817 0.0659261 0.117241
17475 0.186241 -0.161267 0.0713007 0.096275
17480 0.183733 -0.189332 0.079442 0.0738423
17485 0.170255 -0.205787 0.0897173 0.0541853
17490 0.147644 -0.207725 0.10112 0.0410393
17495 0.118639 -0.194096 0.112029 0.0365727
17500 0.0866654 -0.166117 0.120063 0.040611
17505 0.0556331 -0.127061 0.122288 0.0508597
17510 0.029062 -0.0812134 0.116426 0.0642742
17515 0.00883255 -0.0328646 0.101569 0.0775372
17520 -0.00520397 0.0145903 0.0785006 0.0878869
17525 -0.0144239 0.0586825 0.0496181 0.0938767
17530 -0.0206154 0.0979024 0.0187115 0.0959985
17535 -0.0255037 0.130938 -0.0104211 0.0950134
17540 -0.0303925 0.156651 -0.0352425 0.0910155
17545 -0.0358958 0.174038 -0.054245 0.0838976
17550 -0.0421798 0.182307 -0.0667943 0.0733329
17555 -0.0492904 0.180761 -0.0728838 0.0585865
