# Time-averaged data for fix 2
# TimeStep c_v[1] c_v[2] c_v[3] c_v[4]
25365 0.00392652 -0.25983 -0.0527671 -0.308671
25370 0.0438061 -0.228517 -0.0619554 -0.246666
25375 0.0745809 -0.194575 -0.0688904 -0.188885
25380 0.0933699 -0.157532 -0.072627 -0.136789
25385 0.0987807 -0.116468 -0.0717716 -0.0894585
25390 0.0905015 -0.0701143 -0.0653566 -0.0449694
25395 0.0694191 -0.0175064 -0.0532391 -0.00132636
25400 0.0372828 0.0413472 -0.036184 0.042446
25405 -0.00316519 0.105202 -0.0155917 0.0864453
25410 -0.0479254 0.17115 0.00702106 0.130245
25415 -0.0922853 0.235742 0.0302547 0.173712
25420 -0.131448 0.295627 0.0526892 0.216869
25425 -0.160869 0.347773 0.0731039 0.260008
25430 -0.176964 0.38989 0.0904848 0.303411
25435 -0.178054 0.420427 0.10439 0.346762
25440 -0.16378 0.438567 0.114779 0.389566
25445 -0.135046 0.443989 0.121329 0.430272
25450 -0.0946645 0.436593 0.123834 0.465762
25455 -0.0470416 0.416283 0.122013 0.491254
25460 0.00333171 0.383278 0.115538 0.502148
25465 0.0525954 0.338913 0.104202 0.495711
25470 0.0976251 0.285603 0.087675 0.470903
25475 0.136402 0.226877 0.0658154 0.429095
25480 0.168238 0.16599 0.0387012 0.372929
25485 0.193603 0.105257 0.00669503 0.305555
25490 0.213606 0.0461439 -0.0296653 0.230084
25495 0.229698 -0.0111563 -0.0697107 0.148831
25500 0.243137 -0.0671557 -0.112306 0.0636755
25505 0.254503 -0.121635 -0.155632 -0.0227636
25510 0.263663 -0.173653 -0.197137 -0.107127
25515 0.269484 -0.221612 -0.233173 -0.185301
25520 0.270073 -0.263422 -0.259786 -0.253135
25525 0.263121 -0.297298 -0.274114 -0.308291
25530 0.246326 -0.322351 -0.275252 -0.351278
25535 0.218322 -0.338415 -0.264394 -0.384487
25540 0.178934 -0.345753 -0.244004 -0.410823
25545 0.129774 -0.34541 -0.217158 -0.432794
25550 0.073714 -0.338782 -0.1868 -0.451868
25555 0.013953 -0.327072 -0.155112 -0.468231
25560 -0.0461226 -0.310794 -0.123872 -0.480789
25565 -0.103387 -0.290233 -0.0945867 -0.488207
25570 -0.155529 -0.265871 -0.068823 -0.490223
25575 -0.201094 -0.238194 -0.0482707 -0.487559
25580 -0.239017 -0.207745 -0.0336592 -0.480421
25585 -0.268885 -0.174897 -0.025199 -0.468981
25590 -0.291238 -0.13965 -0.0227944 -0.453682
25595 -0.307131 -0.101708 -0.025646 -0.434486
25600 -0.31765 -0.0607452 -0.0328535 -0.411249
25605 -0.323883 -0.0168335 -0.0434487 -0.384165
25610 -0.326431 0.0295299 -0.055887 -0.352788
25615 -0.324881 0.0774683 -0.0680416 -0.315455
25620 -0.31768 0.125953 -0.0772882 -0.269015
25625 -0.302746 0.173935 -0.0801127 -0.208923
25630 -0.278485 0.220021 -0.0728643 -0.131328
25635 -0.244216 0.262293 -0.0530898 -0.035013
25640 -0.20017 0.29881 -0.0204871 0.0781525
25645 -0.147511 0.327751 0.0234239 0.203664
25650 -0.0882329 0.347532 0.076183 0.335483
25655 -0.025177 0.356999 0.13491 0.466732
25660 0.0379944 0.355461 0.196442 0.589897
25665 0.0977623 0.342646 0.257573 0.697982
25670 0.151592 0.318955 0.315473 0.78602
25675 0.19826 0.285326 0.367707 0.851293
25680 0.237307 0.242606 0.412081 0.891995
25685 0.268412 0.191451 0.446336 0.906199
25690 0.291605 0.132522 0.468108 0.892235
25695 0.306908 0.0668072 0.474923 0.848638
25700 0.313684 -0.00378825 0.464797 0.774694
25705 0.311111 -0.0762611 0.436315 0.671165
25710 0.298886 -0.146308 0.389042 0.541621
25715 0.277891 -0.209051 0.323799 0.39264
25720 0.250007 -0.260009 0.24284 0.232838
25725 0.217429 -0.295401 0.149625 0.0716531
25730 0.18228 -0.312825 0.0487296 -0.0818152
25735 0.14652 -0.311367 -0.0542787 -0.219126
25740 0.111822 -0.291192 -0.153652 -0.333022
25745 0.079352 -0.253615 -0.244047 -0.41831
25750 0.0500737 -0.200916 -0.321285 -0.472128
25755 0.0244463 -0.136121 -0.382331 -0.494006
25760 0.00205104 -0.0631579 -0.425145 -0.486252
25765 -0.0181488 0.0130073 -0.448512 -0.453653
25770 -0.0377295 0.0870932 -0.452453 -0.403089
25775 -0.0584482 0.154049 -0.438412 -0.342811
25780 -0.0815166 0.209395 -0.408753 -0.280874
25785 -0.107263 0.25005 -0.366606 -0.223819
25790 -0.135435 0.274584 -0.3156 -0.17645
25795 -0.164989 0.283332 -0.259486 -0.141143
25800 -0.194077 0.278209 -0.202148 -0.118016
25805 -0.220263 0.261579 -0.147056 -0.10574
25810 -0.240894 0.234964 -0.0968994 -0.102829
25815 -0.253868 0.198495 -0.0537394 -0.109113
25820 -0.257793 0.151808 -0.0188782 -0.124863
25825 -0.252185 0.0955534 0.00682074 -0.149811
25830 -0.237248 0.0317723 0.0232753 -0.1822
25835 -0.213795 -0.0361594 0.031433 -0.218521
25840 -0.183051 -0.103657 0.0326165 -0.254091
25845 -0.146681 -0.165503 0.02791 -0.284275
25850 -0.106704 -0.217 0.0182417 -0.305463
25855 -0.0650229 -0.254514 0.00457894 -0.314957
25860 -0.0234834 -0.275691 -0.0115921 -0.310766
25865 0.0164896 -0.279837 -0.0280412 -0.291389
25870 0.0539567 -0.267857 -0.0417645 -0.255665
25875 0.0876053 -0.241472 -0.0493211 -0.203188
25880 0.115523 -0.203296 -0.0474901 -0.135264
25885 0.135228 -0.157017 -0.0341969 -0.0559864
25890 0.144737 -0.107064 -0.00942334 0.028249
25895 0.143017 -0.0580852 0.0252824 0.110214
25900 0.130329 -0.0142452 0.0676012 0.183685
25905 0.108289 0.0209189 0.114761 0.243969
25910 0.0798303 0.0451329 0.164004 0.288967
25915 0.0486022 0.0577934 0.212323 0.318718
25920 0.0183489 0.0597641 0.256194 0.334307
25925 -0.00754711 0.0528887 0.291907 0.337248
25930 -0.0269374 0.0393246 0.3163 0.328687
25935 -0.0387709 0.0215008 0.327106 0.309836
25940 -0.0428353 0.00181293 0.322921 0.281899
25945 -0.0397083 -0.0177126 0.303658 0.246237
25950 -0.0303644 -0.0355294 0.270336 0.204442
25955 -0.0160148 -0.0503857 0.224713 0.158313
25960 0.00211164 -0.0609764 0.169107 0.110242
25965 0.0228982 -0.0665631 0.106262 0.0625972
25970 0.0456298 -0.0675765 0.0394534 0.0175067
25975 0.0697202 -0.064894 -0.0278394 -0.0230132
25980 0.0944716 -0.0593705 -0.0918572 -0.0567561
25985 0.119796 -0.0516149 -0.148752 -0.0805701
25990 0.146007 -0.0414106 -0.195087 -0.0904903
25995 0.173075 -0.0280551 -0.22847 -0.08345
26000 0.20041 -0.0110383 -0.247795 -0.0584229
26005 0.226411 0.00936272 -0.252983 -0.017209
26010 0.248453 0.0322576 -0.244714 0.0359965
26015 0.263017 0.0561219 -0.22441 0.0947292
26020 0.266363 0.0789566 -0.194302 0.151017
26025 0.255237 0.0990966 -0.157528 0.196805
26030 0.228102 0.11552 -0.117403 0.226219
26035 0.185172 0.127713 -0.0772822 0.235603
26040 0.128442 0.135249 -0.0403603 0.223332
26045 0.0617697 0.137584 -0.00953523 0.189818
26050 -0.0102797 0.133918 0.0132289 0.136867
26055 -0.0827785 0.123257 0.0267962 0.0672746
26060 -0.150768 0.104937 0.0309138 -0.0149168
26065 -0.210024 0.0792641 0.0261811 -0.104578
26070 -0.257673 0.0474785 0.0140055 -0.196189
26075 -0.292193 0.011527 -0.00378337 -0.28445
26080 -0.313269 -0.0255954 -0.0252544 -0.364118
26085 -0.321351 -0.0606641 -0.0482575 -0.430272
26090 -0.317065 -0.0909217 -0.0705998 -0.478586
26095 -0.30144 -0.11416 -0.0900044 -0.505605
26100 -0.275957 -0.128947 -0.104539 -0.509444
26105 -0.242449 -0.134866 -0.11354 -0.490854
26110 -0.203299 -0.132845 -0.116932 -0.453076
26115 -0.160807 -0.124489 -0.115056 -0.400352
26120 -0.117008 -0.11127 -0.108401 -0.336679
26125 -0.0739211 -0.0945063 -0.0972889 -0.265716
26130 -0.0335029 -0.075516 -0.081643 -0.190662
26135 0.00177247 -0.0557375 -0.0613961 -0.115361
26140 0.028824 -0.0363946 -0.0367988 -0.0443694
26145 0.0449383 -0.0187897 -0.00853068 0.017618
26150 0.0484821 -0.00473788 0.0219994 0.0657436
26155 0.039261 0.00387574 0.0529583 0.0960951
26160 0.0186035 0.00594869 0.0820301 0.106582
26165 -0.0103547 0.00130299 0.106675 0.0976231
26170 -0.0428461 -0.00925147 0.124781 0.0726838
26175 -0.0727491 -0.0238442 0.134874 0.0382802
26180 -0.0941222 -0.0398949 0.136328 0.00231102
26185 -0.102618 -0.0548815 0.129282 -0.0282175
26190 -0.0960289 -0.0667483 0.11452 -0.0482573
26195 -0.0750373 -0.0741003 0.0934278 -0.0557098
26200 -0.0426414 -0.076183 0.0677936 -0.0510309
26205 -0.00286242 -0.0725995 0.0397714 -0.0356906
26210 0.0396927 -0.0634444 0.0114795 -0.0122722
26215 0.0807619 -0.0493115 -0.0154501 0.0160003
26220 0.117317 -0.0310674 -0.0398269 0.0464223
26225 0.147273 -0.0097299 -0.0602474 0.0772957
26230 0.169333 0.0138302 -0.0750921 0.108071
26235 0.182902 0.0386085 -0.0829231 0.138587
26240 0.187896 0.0633205 -0.0826245 0.168592
26245 0.184759 0.0864919 -0.0733933 0.197857
26250 0.174146 0.106941 -0.0546569 0.22643
26255 0.156053 0.123879 -0.0266109 0.253321
26260 0.129887 0.136786 0.00927765 0.275951
26265 0.0955419 0.145568 0.0502291 0.291339
26270 0.0537725 0.150555 0.0924384 0.296766
26275 0.0068764 0.152512 0.131532 0.290921
26280 -0.0410446 0.152529 0.163106 0.274591
26285 -0.0850658 0.151296 0.183709 0.249939
26290 -0.121099 0.14888 0.191561 0.219342
26295 -0.146514 0.144986 0.186608 0.185079
26300 -0.16009 0.139002 0.17024 0.149152
26305 -0.161559 0.129749 0.14478 0.11297
26310 -0.151408 0.115986 0.113043 0.077621
26315 -0.1306 0.0969453 0.0776253 0.0439709
26320 -0.100679 0.0721657 0.0405828 0.0120692
26325 -0.0641792 0.041763 0.00352781 -0.0188884
26330 -0.0243259 0.0069967 -0.032361 -0.0496903
26335 0.0152726 -0.0295365 -0.0660878 -0.0803518
26340 0.0509288 -0.0647923 -0.096266 -0.11013
26345 0.0793545 -0.0959938 -0.121161 -0.1378
26350 0.0979283 -0.120838 -0.138772 -0.161681
26355 0.104724 -0.13737 -0.147098 -0.179744
26360 0.0989123 -0.144642 -0.144224 -0.189954
26365 0.0807935 -0.143207 -0.128528 -0.190941
26370 0.0517766 -0.134231 -0.0995863 -0.182041
26375 0.0151339 -0.118866 -0.0585626 -0.162295
26380 -0.0243092 -0.0980021 -0.00842226 -0.130734
26385 -0.061475 -0.0724365 0.046292 -0.0876196
26390 -0.091628 -0.04334 0.100433 -0.0345354
26395 -0.111145 -0.0122452 0.148926 0.0255357
26400 -0.118356 0.0190594 0.187132 0.0878361
26405 -0.113082 0.0488914 0.211552 0.147361
26410 -0.095789 0.0761046 0.220574 0.200889
26415 -0.0676959 0.100154 0.214206 0.246664
26420 -0.0308998 0.120763 0.194267 0.28413
26425 0.0116041 0.13723 0.16367 0.312504
26430 0.0561744 0.148136 0.125852 0.330162
26435 0.098879 0.152251 0.0842116 0.335341
26440 0.135749 0.14882 0.04187 0.326439
26445 0.162884 0.137362 0.00114364 0.301389
26450 0.17769 0.117694 -0.0364151 0.25897
26455 0.179588 0.0900439 -0.0694495 0.200182
26460 0.169647 0.0551159 -0.0968798 0.127883
26465 0.149773 0.0142826 -0.117953 0.0461029
26470 0.122465 -0.0303308 -0.132378 -0.0402435
26475 0.0903588 -0.0760553 -0.140366 -0.126063
26480 0.0561077 -0.119414 -0.142669 -0.205975
26485 0.0219228 -0.157162 -0.140233 -0.275473
26490 -0.0106175 -0.186853 -0.133844 -0.331314
26495 -0.0402984 -0.20703 -0.123715 -0.371043
26500 -0.0661879 -0.217268 -0.109379 -0.392835
26505 -0.0872697 -0.218028 -0.0902617 -0.39556
26510 -0.102108 -0.210487 -0.0669414 -0.379537
26515 -0.10942 -0.195882 -0.0414593 -0.346761
26520 -0.108468 -0.175838 -0.0163201 -0.300626
26525 -0.0988968 -0.152287 0.00621347 -0.24497
26530 -0.0810914 -0.127412 0.0248151 -0.183688
26535 -0.0563486 -0.103438 0.0393187 -0.120468
26540 -0.0263611 -0.0823374 0.0503728 -0.0583257
26545 0.0068659 -0.065504 0.0588766 0.000238457
26550 0.0410902 -0.0535756 0.0652276 0.0527422
26555 0.0735902 -0.0464687 0.0693493 0.0964708
26560 0.101226 -0.0431743 0.0712269 0.129278
26565 0.121275 -0.0417544 0.0712866 0.150807
26570 0.132137 -0.0397449 0.0705191 0.162911
26575 0.133334 -0.0346922 0.0704934 0.169135
26580 0.125394 -0.024935 0.0723864 0.172846
26585 0.109543 -0.00925001 0.07658 0.176873
26590 0.0873868 0.0127473 0.0826509 0.182785
26595 0.0608647 0.0399295 0.0895444 0.190339
26600 0.0318412 0.0702022 0.0958234 0.197867
26605 0.00201543 0.101035 0.0999815 0.203032
26610 -0.0272061 0.130054 0.100392 0.20324
26615 -0.054323 0.155492 0.0955493 0.196718
26620 -0.077682 0.175861 0.0843798 0.182559
26625 -0.0955229 0.18997 0.0668833 0.16133
26630 -0.106083 0.197071 0.0436882 0.134676
26635 -0.108094 0.197319 0.0157819 0.105007
26640 -0.101287 0.191741 -0.0155904 0.0748634
26645 -0.0861305 0.181888 -0.0491194 0.0466377
26650 -0.0643396 0.169492 -0.0830586 0.0220941
26655 -0.038648 0.156346 -0.114616 0.00308231
26660 -0.0119423 0.14348 -0.14042 -0.00888183
26665 0.013276 0.130586 -0.157167 -0.0133054
26670 0.0351142 0.116642 -0.162508 -0.0107516
26675 0.0528087 0.100653 -0.155842 -0.00237954
26680 0.0664181 0.0819476 -0.138641 0.00972513
26685 0.0760786 0.0603389 -0.113691 0.0227265
26690 0.0819582 0.0360948 -0.0846647 0.0333883
26695 0.0842861 0.0105076 -0.0547813 0.0400124
26700 0.0829919 -0.0148434 -0.0260046 0.0421439
26705 0.0780386 -0.0386482 0.000806622 0.040197
26710 0.070064 -0.0595187 0.0252688 0.0358141
26715 0.0599149 -0.0760338 0.0474844 0.0313655
26720 0.0484501 -0.0868909 0.0674546 0.0290138
26725 0.0360358 -0.0912734 0.0842934 0.0290558
26730 0.0224353 -0.0895117 0.0961875 0.0291112
26735 0.00717859 -0.0833394 0.101321 0.0251603
26740 -0.00965449 -0.0751854 0.0990322 0.0141923
26745 -0.0272327 -0.0674121 0.0901107 -0.00453397
26750 -0.0440216 -0.0618478 0.0761486 -0.0297209
26755 -0.0581821 -0.0593387 0.0585825 -0.0589383
26760 -0.0685729 -0.0599607 0.038219 -0.0903146
26765 -0.0749274 -0.0635625 0.015625 -0.122865
26770 -0.0774486 -0.0698954 -0.00856545 -0.155909
26775 -0.0763207 -0.0786331 -0.0330108 -0.187965
26780 -0.0719991 -0.0891469 -0.0558259 -0.216972
26785 -0.0651873 -0.100567 -0.0745836 -0.240338
26790 -0.0565808 -0.111639 -0.0865811 -0.254801
26795 -0.0469666 -0.120435 -0.0897611 -0.257163
26800 -0.0373866 -0.124757 -0.0833545 -0.245498
26805 -0.0292127 -0.123143 -0.068537 -0.220892
26810 -0.0233633 -0.115153 -0.0483152 -0.186832
26815 -0.0200331 -0.100912 -0.0265672 -0.147512
26820 -0.0186747 -0.0806768 -0.0071917 -0.106543
26825 -0.0184814 -0.054798 0.00672871 -0.0665507
26830 -0.0187545 -0.0241157 0.0131216 -0.0297487
26835 -0.0192303 0.0103124 0.0111987 0.00228072
26840 -0.0203014 0.0468302 0.00144713 0.027976
26845 -0.023356 0.0833239 -0.0150181 0.0449498
26850 -0.0305221 0.117752 -0.0368823 0.0503475
26855 -0.0436444 0.148267 -0.0629438 0.0416785
26860 -0.0636576 0.173393 -0.0919317 0.0178041
26865 -0.0900469 0.192098 -0.121903 -0.0198521
26870 -0.121257 0.203809 -0.149891 -0.0673381
26875 -0.15459 0.20836 -0.172771 -0.119001
26880 -0.186343 0.205922 -0.187853 -0.168273
26885 -0.212327 0.196944 -0.193449 -0.208832
26890 -0.228078 0.181922 -0.189319 -0.235476
26895 -0.229793 0.16105 -0.176909 -0.245652
26900 -0.215128 0.134068 -0.158601 -0.239661
26905 -0.18383 0.101019 -0.136646 -0.219457
26910 -0.137816 0.0628958 -0.112735 -0.187656
26915 -0.080673 0.0219072 -0.0878831 -0.146649
26920 -0.0170964 -0.0185129 -0.0627047 -0.098314
26925 0.0478586 -0.0546353 -0.03743 -0.0442067
26930 0.108858 -0.0837168 -0.0118648 0.0132769
26935 0.161405 -0.104485 0.0142521 0.0711713
26940 0.202214 -0.117128 0.0411058 0.126193
26945 0.229376 -0.122691 0.0686502 0.175335
26950 0.242686 -0.122592 0.0963475 0.216441
26955 0.243385 -0.118353 0.123178 0.24821
26960 0.233619 -0.110955 0.147864 0.270527
26965 0.215804 -0.100786 0.169051 0.284068
26970 0.192272 -0.0880011 0.185211 0.289483
26975 0.165243 -0.073255 0.194801 0.286789
26980 0.136588 -0.0579679 0.196646 0.275266
26985 0.10807 -0.0439204 0.190184 0.254334
26990 0.0812461 -0.0331821 0.175626 0.22369
26995 0.057098 -0.0275166 0.154416 0.183998
27000 0.0361151 -0.0275595 0.129322 0.137878
27005 0.0181965 -0.0327635 0.103322 0.0887551
27010 0.00317601 -0.0418011 0.0789597 0.0403346
27015 -0.00864127 -0.053481 0.0577063 -0.00441599
27020 -0.0165978 -0.0669494 0.0393841 -0.0441631
27025 -0.0200173 -0.0813567 0.0224407 -0.0789333
27030 -0.0182005 -0.0954637 0.00474876 -0.108915
27035 -0.0112679 -0.107061 -0.0157589 -0.134088
27040 -0.000122989 -0.113707 -0.0405463 -0.154376
27045 0.013998 -0.113293 -0.0697624 -0.169057
27050 0.0297852 -0.104727 -0.102602 -0.177545
27055 0.0457899 -0.0879879 -0.137383 -0.179581
27060 0.0601707 -0.0638218 -0.171673 -0.175324
27065 0.0705765 -0.0338177 -0.2023 -0.165541
27070 0.0745577 -0.000647701 -0.226034 -0.152124
27075 0.0704771 0.0325634 -0.240103 -0.137063
27080 0.0576558 0.0625295 -0.242241 -0.122055
27085 0.0358688 0.0857385 -0.230945 -0.109337
27090 0.00607583 0.0993168 -0.206552 -0.101159
27095 -0.0292469 0.101795 -0.171138 -0.0985899
27100 -0.0667863 0.0936334 -0.128144 -0.101297
27105 -0.102925 0.0770744 -0.0816474 -0.107498
27110 -0.134191 0.0551704 -0.0355467 -0.114567
27115 -0.15748 0.0312642 0.00682392 -0.119392
27120 -0.170093 0.00878924 0.0426766 -0.118627
27125 -0.170611 -0.00892084 0.0697039 -0.109828
27130 -0.15885 -0.0190784 0.0858432 -0.0920855
27135 -0.135434 -0.0194776 0.0895141 -0.0653976
27140 -0.102186 -0.00871604 0.0805191 -0.0303824
27145 -0.0622788 0.0132294 0.0600066 0.0109573
27150 -0.0197871 0.044812 0.0304285 0.0554534
27155 0.0213327 0.082963 -0.0044861 0.0998096
27160 0.0583079 0.123092 -0.0404241 0.140976
27165 0.0900349 0.159622 -0.0734219 0.176235
27170 0.116666 0.186987 -0.100529 0.203124
27175 0.138654 0.20027 -0.119419 0.219505
27180 0.155838 0.196097 -0.128419 0.223516
27185 0.167075 0.173613 -0.126744 0.213944
27190 0.171076 0.134838 -0.114194 0.191721
27195 0.16685 0.0839698 -0.091179 0.159641
27200 0.154191 0.0262596 -0.0586299 0.121821
27205 0.133983 -0.0329519 -0.0182168 0.0828142
27210 0.107824 -0.0893058 0.0275629 0.0460809
27215 0.0777536 -0.139243 0.0756906 0.0142016
27220 0.0457251 -0.180216 0.123044 -0.0114465
27225 0.0133941 -0.210398 0.166876 -0.0301278
27230 -0.0183282 -0.228452 0.204762 -0.0420181
27235 -0.0490924 -0.233316 0.234869 -0.047539
27240 -0.0789249 -0.224631 0.255576 -0.0479793
27245 -0.107983 -0.203178 0.265381 -0.0457789
27250 -0.136249 -0.170801 0.263305 -0.0437443
27255 -0.163605 -0.130109 0.249006 -0.0447086
27260 -0.189708 -0.0841053 0.222805 -0.0510081
27265 -0.21393 -0.0361586 0.186015 -0.0640737
27270 -0.235594 0.0104636 0.140827 -0.0843041
27275 -0.253805 0.0530902 0.0900238 -0.110691
27280 -0.26727 0.08949 0.0365511 -0.141229
27285 -0.274995 0.117641 -0.0163878 -0.173742
27290 -0.275777 0.135887 -0.0649889 -0.204878
27295 -0.268367 0.143263 -0.105548 -0.230651
27300 -0.251935 0.139868 -0.135263 -0.24733
27305 -0.225849 0.126555 -0.152284 -0.251578
27310 -0.189711 0.104843 -0.155676 -0.240544
27315 -0.143841 0.0764974 -0.146284 -0.213628
27320 -0.089428 0.0431616 -0.12682 -0.173087
27325 -0.0288924 0.00640205 -0.101391 -0.123881
27330 0.034571 -0.0322493 -0.0743855 -0.0720639
27335 0.0971696 -0.0713802 -0.0488872 -0.0230978
27340 0.154817 -0.109224 -0.0265885 0.0190052
27345 0.203633 -0.143327 -0.00814119 0.052164
27350 0.240776 -0.171028 0.00695125 0.0766987
27355 0.265077 -0.189714 0.0201566 0.0955199
27360 0.277131 -0.197562 0.0333683 0.112937
27365 0.278431 -0.19416 0.048487 0.132758
27370 0.270957 -0.180163 0.0666533 0.157447
27375 0.256954 -0.157015 0.087732 0.187671
27380 0.238533 -0.126651 0.110557 0.222438
27385 0.217431 -0.0911027 0.133255 0.259583
27390 0.195206 -0.0522531 0.153809 0.296762
27395 0.172744 -0.0113562 0.170515 0.331903
27400 0.150465 0.0302384 0.182141 0.362844
27405 0.128764 0.0709835 0.187921 0.387668
27410 0.108123 0.109414 0.187364 0.404901
27415 0.0889884 0.144206 0.180735 0.41393
27420 0.0716665 0.174308 0.169178 0.415152
27425 0.0560583 0.198848 0.154527 0.409433
27430 0.0415205 0.217196 0.139078 0.397794
27435 0.0275137 0.229009 0.12501 0.381532
27440 0.0137311 0.234593 0.11374 0.362065
27445 0.000342632 0.234455 0.105459 0.340257
27450 -0.0120429 0.229642 0.0994366 0.317035
27455 -0.0225967 0.221268 0.0941283 0.292799
27460 -0.0306353 0.209943 0.0873529 0.266661
27465 -0.0362047 0.19591 0.0771234 0.236829
27470 -0.0401653 0.179403 0.0618912 0.201129
27475 -0.0438019 0.1606 0.0410833 0.157882
27480 -0.0481285 0.139757 0.0154088 0.107037
27485 -0.0540238 0.117414 -0.0132215 0.0501685
27490 -0.0617974 0.0941799 -0.0421362 -0.00975366
27495 -0.0715726 0.0704283 -0.0686802 -0.0698245
27500 -0.0833504 0.0466514 -0.0908193 -0.127518
27505 -0.0967644 0.0239726 -0.107019 -0.179811
27510 -0.111123 0.00393683 -0.115982 -0.223168
27515 -0.12508 -0.0117855 -0.116684 -0.25355
27520 -0.136685 -0.0220292 -0.108889 -0.267603
27525 -0.143811 -0.0270438 -0.0932049 -0.264059
27530 -0.144966 -0.0286759 -0.0716282 -0.24527
27535 -0.138977 -0.0295291 -0.0473105 -0.215817
27540 -0.125013 -0.0320749 -0.0234825 -0.180571
27545 -0.10291 -0.037898 -0.00321019 -0.144018
27550 -0.0731554 -0.0469572 0.0111072 -0.109006
27555 -0.0374038 -0.0577399 0.0178786 -0.0772651
27560 0.00170187 -0.0681391 0.015943 -0.0504943
27565 0.0412026 -0.0763969 0.00461836 -0.0305759
27570 0.0777011 -0.0816036 -0.0161679 -0.0200704
27575 0.107919 -0.0833166 -0.0454446 -0.0208422
27580 0.129271 -0.0814313 -0.0812492 -0.0334094
27585 0.140671 -0.0762913 -0.120928 -0.0565488
27590 0.142608 -0.0690109 -0.161232 -0.0876346
27595 0.136383 -0.0610332 -0.199075 -0.123724
27600 0.123628 -0.05402 -0.231931 -0.162323
27605 0.10601 -0.0490013 -0.257996 -0.200987
27610 0.0851073 -0.0461034 -0.276012 -0.237008
27615 0.0624158 -0.0450875 -0.285352 -0.268024
27620 0.0395001 -0.0453597 -0.285752 -0.291611
27625 0.017422 -0.0458394 -0.276559 -0.304976
27630 -0.00286264 -0.0456049 -0.257169 -0.305636
27635 -0.0202448 -0.04445 -0.227413 -0.292107
27640 -0.0336469 -0.0427909 -0.187966 -0.264404
27645 -0.0424129 -0.0412957 -0.140318 -0.224027
27650 -0.0465968 -0.0401734 -0.0864343 -0.173205
27655 -0.047104 -0.0386531 -0.0289461 -0.114703
27660 -0.0454734 -0.0354272 0.0292594 -0.0516412
27665 -0.0426687 -0.0295737 0.0851949 0.0129526
27670 -0.039265 -0.0208619 0.135595 0.0754679
27675 -0.0354693 -0.00925755 0.177291 0.132564
27680 -0.0312935 0.00513685 0.207654 0.181497
27685 -0.027415 0.0218188 0.224988 0.219392
27690 -0.0249913 0.0397911 0.228971 0.243771
27695 -0.0254826 0.0577911 0.220961 0.25327
27700 -0.03023 0.0746968 0.203478 0.247945
27705 -0.0395265 0.0894248 0.179282 0.229181
27710 -0.0523053 0.100833 0.150991 0.199519
27715 -0.0668537 0.107297 0.120741 0.161184
27720 -0.0808991 0.106841 0.0901706 0.116113
27725 -0.0919955 0.0980245 0.0604347 0.0664637
27730 -0.0982881 0.080548 0.0326969 0.0149569
27735 -0.099152 0.0552738 0.00811238 -0.0357659
27740 -0.0949818 0.0242513 -0.0119704 -0.0827009
27745 -0.0866923 -0.00989057 -0.0262748 -0.122858
27750 -0.0748511 -0.0443928 -0.0339679 -0.153212
27755 -0.0594895 -0.0770578 -0.0350769 -0.171624
27760 -0.0404085 -0.106243 -0.0301733 -0.176825
27765 -0.0174095 -0.130563 -0.0197851 -0.167757
27770 0.00894391 -0.148713 -0.00459416 -0.144364
27775 0.0375502 -0.159305 0.0139611 -0.107794
27780 0.0670335 -0.16122 0.0338642 -0.0603225
27785 0.0957301 -0.154036 0.0528207 -0.00548471
27790 0.121903 -0.138321 0.0686447 0.0522272
27795 0.144505 -0.115977 0.0793665 0.107894
27800 0.163203 -0.0898541 0.0834559 0.156805
27805 0.178002 -0.063034 0.0805671 0.195535
27810 0.188599 -0.038363 0.0719572 0.222194
27815 0.194393 -0.017698 0.0596672 0.236363
27820 0.194309 -0.00173003 0.0456236 0.238202
27825 0.187014 0.00958442 0.0318537 0.228452
27830 0.17124 0.0168186 0.0198705 0.207929
27835 0.146664 0.02089 0.01034 0.177894
27840 0.113952 0.0229316 0.00319833 0.140082
27845 0.074751 0.024139 -0.00219632 0.0966936
27850 0.0312133 0.0255806 -0.00656907 0.0502249
27855 -0.0146317 0.0274547 -0.0106364 0.00218658
27860 -0.0611676 0.0285477 -0.0152146 -0.0478345
27865 -0.106731 0.0272216 -0.0212492 -0.100758
27870 -0.149283 0.0223332 -0.0295572 -0.156508
27875 -0.186464 0.0131994 -0.040128 -0.213392
27880 -0.215852 9.32598e-05 -0.0519937 -0.267753
27885 -0.235545 -0.0153813 -0.0635144 -0.314441
27890 -0.244518 -0.0309353 -0.0725495 -0.348003
27895 -0.242548 -0.0438001 -0.0769345 -0.363283
27900 -0.230407 -0.0513638 -0.0747742 -0.356545
27905 -0.210007 -0.0521618 -0.0646948 -0.326863
27910 -0.183347 -0.0464762 -0.0464071 -0.276231
27915 -0.152394 -0.0360282 -0.020934 -0.209356
27920 -0.118965 -0.0231964 0.00929092 -0.132871
27925 -0.0848344 -0.0101967 0.0409979 -0.0540333
27930 -0.0519036 0.00124373 0.0711715 0.0205116
27935 -0.0220241 0.00977613 0.097567 0.085319
27940 0.00345908 0.0142939 0.11852 0.136273
27945 0.0236899 0.0142641 0.132879 0.170833
27950 0.0381734 0.00969634 0.139768 0.187638
27955 0.0471521 0.000813654 0.138514 0.18648
